,zip,state,county,State Name,"County, State"
23513,68352,NE,Jefferson County,Nebraska,"Jefferson County, Nebraska"
23514,68377,NE,Jefferson County,Nebraska,"Jefferson County, Nebraska"
23515,68424,NE,Jefferson County,Nebraska,"Jefferson County, Nebraska"
23516,68429,NE,Jefferson County,Nebraska,"Jefferson County, Nebraska"
23517,68440,NE,Jefferson County,Nebraska,"Jefferson County, Nebraska"
23518,68329,NE,Johnson County,Nebraska,"Johnson County, Nebraska"
23519,68332,NE,Johnson County,Nebraska,"Johnson County, Nebraska"
23520,68348,NE,Johnson County,Nebraska,"Johnson County, Nebraska"
23521,68443,NE,Johnson County,Nebraska,"Johnson County, Nebraska"
23522,68450,NE,Johnson County,Nebraska,"Johnson County, Nebraska"
23523,68924,NE,Kearney County,Nebraska,"Kearney County, Nebraska"
23524,68945,NE,Kearney County,Nebraska,"Kearney County, Nebraska"
23525,68959,NE,Kearney County,Nebraska,"Kearney County, Nebraska"
23526,68982,NE,Kearney County,Nebraska,"Kearney County, Nebraska"
23527,69127,NE,Keith County,Nebraska,"Keith County, Nebraska"
23528,69144,NE,Keith County,Nebraska,"Keith County, Nebraska"
23529,69146,NE,Keith County,Nebraska,"Keith County, Nebraska"
23530,69153,NE,Keith County,Nebraska,"Keith County, Nebraska"
23531,69155,NE,Keith County,Nebraska,"Keith County, Nebraska"
23532,68753,NE,Keya Paha County,Nebraska,"Keya Paha County, Nebraska"
23533,68778,NE,Keya Paha County,Nebraska,"Keya Paha County, Nebraska"
23534,69128,NE,Kimball County,Nebraska,"Kimball County, Nebraska"
23535,69133,NE,Kimball County,Nebraska,"Kimball County, Nebraska"
23536,69145,NE,Kimball County,Nebraska,"Kimball County, Nebraska"
23537,68718,NE,Knox County,Nebraska,"Knox County, Nebraska"
23538,68724,NE,Knox County,Nebraska,"Knox County, Nebraska"
23539,68729,NE,Knox County,Nebraska,"Knox County, Nebraska"
23540,68730,NE,Knox County,Nebraska,"Knox County, Nebraska"
23541,68760,NE,Knox County,Nebraska,"Knox County, Nebraska"
23542,68783,NE,Knox County,Nebraska,"Knox County, Nebraska"
23543,68786,NE,Knox County,Nebraska,"Knox County, Nebraska"
23544,68789,NE,Knox County,Nebraska,"Knox County, Nebraska"
23545,68317,NE,Lancaster County,Nebraska,"Lancaster County, Nebraska"
23546,68336,NE,Lancaster County,Nebraska,"Lancaster County, Nebraska"
23547,68339,NE,Lancaster County,Nebraska,"Lancaster County, Nebraska"
23548,68358,NE,Lancaster County,Nebraska,"Lancaster County, Nebraska"
23549,68368,NE,Lancaster County,Nebraska,"Lancaster County, Nebraska"
23550,68372,NE,Lancaster County,Nebraska,"Lancaster County, Nebraska"
23551,68402,NE,Lancaster County,Nebraska,"Lancaster County, Nebraska"
23552,68404,NE,Lancaster County,Nebraska,"Lancaster County, Nebraska"
23553,68419,NE,Lancaster County,Nebraska,"Lancaster County, Nebraska"
23554,68428,NE,Lancaster County,Nebraska,"Lancaster County, Nebraska"
23555,68430,NE,Lancaster County,Nebraska,"Lancaster County, Nebraska"
23556,68438,NE,Lancaster County,Nebraska,"Lancaster County, Nebraska"
23557,68461,NE,Lancaster County,Nebraska,"Lancaster County, Nebraska"
23558,68462,NE,Lancaster County,Nebraska,"Lancaster County, Nebraska"
23559,68501,NE,Lancaster County,Nebraska,"Lancaster County, Nebraska"
23560,68502,NE,Lancaster County,Nebraska,"Lancaster County, Nebraska"
23561,68503,NE,Lancaster County,Nebraska,"Lancaster County, Nebraska"
23562,68504,NE,Lancaster County,Nebraska,"Lancaster County, Nebraska"
23563,68505,NE,Lancaster County,Nebraska,"Lancaster County, Nebraska"
23564,68506,NE,Lancaster County,Nebraska,"Lancaster County, Nebraska"
23565,68507,NE,Lancaster County,Nebraska,"Lancaster County, Nebraska"
23566,68508,NE,Lancaster County,Nebraska,"Lancaster County, Nebraska"
23567,68509,NE,Lancaster County,Nebraska,"Lancaster County, Nebraska"
23568,68510,NE,Lancaster County,Nebraska,"Lancaster County, Nebraska"
23569,68512,NE,Lancaster County,Nebraska,"Lancaster County, Nebraska"
23570,68514,NE,Lancaster County,Nebraska,"Lancaster County, Nebraska"
23571,68516,NE,Lancaster County,Nebraska,"Lancaster County, Nebraska"
23572,68517,NE,Lancaster County,Nebraska,"Lancaster County, Nebraska"
23573,68520,NE,Lancaster County,Nebraska,"Lancaster County, Nebraska"
23574,68521,NE,Lancaster County,Nebraska,"Lancaster County, Nebraska"
23575,68522,NE,Lancaster County,Nebraska,"Lancaster County, Nebraska"
23576,68523,NE,Lancaster County,Nebraska,"Lancaster County, Nebraska"
23577,68524,NE,Lancaster County,Nebraska,"Lancaster County, Nebraska"
23578,68526,NE,Lancaster County,Nebraska,"Lancaster County, Nebraska"
23579,68527,NE,Lancaster County,Nebraska,"Lancaster County, Nebraska"
23580,68528,NE,Lancaster County,Nebraska,"Lancaster County, Nebraska"
23581,68529,NE,Lancaster County,Nebraska,"Lancaster County, Nebraska"
23582,68531,NE,Lancaster County,Nebraska,"Lancaster County, Nebraska"
23583,68532,NE,Lancaster County,Nebraska,"Lancaster County, Nebraska"
23584,68542,NE,Lancaster County,Nebraska,"Lancaster County, Nebraska"
23585,68544,NE,Lancaster County,Nebraska,"Lancaster County, Nebraska"
23586,68583,NE,Lancaster County,Nebraska,"Lancaster County, Nebraska"
23587,68588,NE,Lancaster County,Nebraska,"Lancaster County, Nebraska"
23588,69101,NE,Lincoln County,Nebraska,"Lincoln County, Nebraska"
23589,69103,NE,Lincoln County,Nebraska,"Lincoln County, Nebraska"
23590,69123,NE,Lincoln County,Nebraska,"Lincoln County, Nebraska"
23591,69132,NE,Lincoln County,Nebraska,"Lincoln County, Nebraska"
23592,69143,NE,Lincoln County,Nebraska,"Lincoln County, Nebraska"
23593,69151,NE,Lincoln County,Nebraska,"Lincoln County, Nebraska"
23594,69165,NE,Lincoln County,Nebraska,"Lincoln County, Nebraska"
23595,69169,NE,Lincoln County,Nebraska,"Lincoln County, Nebraska"
23596,69170,NE,Lincoln County,Nebraska,"Lincoln County, Nebraska"
23597,69163,NE,Logan County,Nebraska,"Logan County, Nebraska"
23598,68879,NE,Loup County,Nebraska,"Loup County, Nebraska"
23599,68701,NE,Madison County,Nebraska,"Madison County, Nebraska"
23600,68702,NE,Madison County,Nebraska,"Madison County, Nebraska"
23601,68715,NE,Madison County,Nebraska,"Madison County, Nebraska"
23602,68748,NE,Madison County,Nebraska,"Madison County, Nebraska"
23603,68752,NE,Madison County,Nebraska,"Madison County, Nebraska"
23604,68758,NE,Madison County,Nebraska,"Madison County, Nebraska"
23605,68781,NE,Madison County,Nebraska,"Madison County, Nebraska"
23606,69167,NE,McPherson County,Nebraska,"McPherson County, Nebraska"
23607,68628,NE,Merrick County,Nebraska,"Merrick County, Nebraska"
23608,68663,NE,Merrick County,Nebraska,"Merrick County, Nebraska"
23609,68816,NE,Merrick County,Nebraska,"Merrick County, Nebraska"
23610,68826,NE,Merrick County,Nebraska,"Merrick County, Nebraska"
23611,68827,NE,Merrick County,Nebraska,"Merrick County, Nebraska"
23612,68864,NE,Merrick County,Nebraska,"Merrick County, Nebraska"
23613,69125,NE,Morrill County,Nebraska,"Morrill County, Nebraska"
23614,69331,NE,Morrill County,Nebraska,"Morrill County, Nebraska"
23615,69334,NE,Morrill County,Nebraska,"Morrill County, Nebraska"
23616,69336,NE,Morrill County,Nebraska,"Morrill County, Nebraska"
23617,68623,NE,Nance County,Nebraska,"Nance County, Nebraska"
23618,68638,NE,Nance County,Nebraska,"Nance County, Nebraska"
23619,68640,NE,Nance County,Nebraska,"Nance County, Nebraska"
23620,68305,NE,Nemaha County,Nebraska,"Nemaha County, Nebraska"
23621,68320,NE,Nemaha County,Nebraska,"Nemaha County, Nebraska"
23622,68321,NE,Nemaha County,Nebraska,"Nemaha County, Nebraska"
23623,68378,NE,Nemaha County,Nebraska,"Nemaha County, Nebraska"
23624,68379,NE,Nemaha County,Nebraska,"Nemaha County, Nebraska"
23625,68414,NE,Nemaha County,Nebraska,"Nemaha County, Nebraska"
23626,68421,NE,Nemaha County,Nebraska,"Nemaha County, Nebraska"
23627,68943,NE,Nuckolls County,Nebraska,"Nuckolls County, Nebraska"
23628,68957,NE,Nuckolls County,Nebraska,"Nuckolls County, Nebraska"
23629,68961,NE,Nuckolls County,Nebraska,"Nuckolls County, Nebraska"
23630,68964,NE,Nuckolls County,Nebraska,"Nuckolls County, Nebraska"
23631,68974,NE,Nuckolls County,Nebraska,"Nuckolls County, Nebraska"
23632,68978,NE,Nuckolls County,Nebraska,"Nuckolls County, Nebraska"
23633,68324,NE,Otoe County,Nebraska,"Otoe County, Nebraska"
23634,68344,NE,Otoe County,Nebraska,"Otoe County, Nebraska"
23635,68346,NE,Otoe County,Nebraska,"Otoe County, Nebraska"
23636,68382,NE,Otoe County,Nebraska,"Otoe County, Nebraska"
23637,68410,NE,Otoe County,Nebraska,"Otoe County, Nebraska"
23638,68417,NE,Otoe County,Nebraska,"Otoe County, Nebraska"
23639,68418,NE,Otoe County,Nebraska,"Otoe County, Nebraska"
23640,68446,NE,Otoe County,Nebraska,"Otoe County, Nebraska"
23641,68448,NE,Otoe County,Nebraska,"Otoe County, Nebraska"
23642,68454,NE,Otoe County,Nebraska,"Otoe County, Nebraska"
23643,68323,NE,Pawnee County,Nebraska,"Pawnee County, Nebraska"
23644,68345,NE,Pawnee County,Nebraska,"Pawnee County, Nebraska"
23645,68380,NE,Pawnee County,Nebraska,"Pawnee County, Nebraska"
23646,68420,NE,Pawnee County,Nebraska,"Pawnee County, Nebraska"
23647,68441,NE,Pawnee County,Nebraska,"Pawnee County, Nebraska"
23648,68447,NE,Pawnee County,Nebraska,"Pawnee County, Nebraska"
23649,69134,NE,Perkins County,Nebraska,"Perkins County, Nebraska"
23650,69140,NE,Perkins County,Nebraska,"Perkins County, Nebraska"
23651,69150,NE,Perkins County,Nebraska,"Perkins County, Nebraska"
23652,69168,NE,Perkins County,Nebraska,"Perkins County, Nebraska"
23653,68923,NE,Phelps County,Nebraska,"Phelps County, Nebraska"
23654,68927,NE,Phelps County,Nebraska,"Phelps County, Nebraska"
23655,68940,NE,Phelps County,Nebraska,"Phelps County, Nebraska"
23656,68949,NE,Phelps County,Nebraska,"Phelps County, Nebraska"
23657,68958,NE,Phelps County,Nebraska,"Phelps County, Nebraska"
23658,68738,NE,Pierce County,Nebraska,"Pierce County, Nebraska"
23659,68747,NE,Pierce County,Nebraska,"Pierce County, Nebraska"
23660,68765,NE,Pierce County,Nebraska,"Pierce County, Nebraska"
23661,68767,NE,Pierce County,Nebraska,"Pierce County, Nebraska"
23662,68769,NE,Pierce County,Nebraska,"Pierce County, Nebraska"
23663,68601,NE,Platte County,Nebraska,"Platte County, Nebraska"
23664,68602,NE,Platte County,Nebraska,"Platte County, Nebraska"
23665,68631,NE,Platte County,Nebraska,"Platte County, Nebraska"
23666,68634,NE,Platte County,Nebraska,"Platte County, Nebraska"
23667,68642,NE,Platte County,Nebraska,"Platte County, Nebraska"
23668,68644,NE,Platte County,Nebraska,"Platte County, Nebraska"
23669,68647,NE,Platte County,Nebraska,"Platte County, Nebraska"
23670,68653,NE,Platte County,Nebraska,"Platte County, Nebraska"
23671,68651,NE,Polk County,Nebraska,"Polk County, Nebraska"
23672,68654,NE,Polk County,Nebraska,"Polk County, Nebraska"
23673,68662,NE,Polk County,Nebraska,"Polk County, Nebraska"
23674,68666,NE,Polk County,Nebraska,"Polk County, Nebraska"
23675,69001,NE,Red Willow County,Nebraska,"Red Willow County, Nebraska"
23676,69020,NE,Red Willow County,Nebraska,"Red Willow County, Nebraska"
23677,69026,NE,Red Willow County,Nebraska,"Red Willow County, Nebraska"
23678,69034,NE,Red Willow County,Nebraska,"Red Willow County, Nebraska"
23679,69036,NE,Red Willow County,Nebraska,"Red Willow County, Nebraska"
23680,68337,NE,Richardson County,Nebraska,"Richardson County, Nebraska"
23681,68355,NE,Richardson County,Nebraska,"Richardson County, Nebraska"
23682,68376,NE,Richardson County,Nebraska,"Richardson County, Nebraska"
23683,68431,NE,Richardson County,Nebraska,"Richardson County, Nebraska"
23684,68433,NE,Richardson County,Nebraska,"Richardson County, Nebraska"
23685,68437,NE,Richardson County,Nebraska,"Richardson County, Nebraska"
23686,68442,NE,Richardson County,Nebraska,"Richardson County, Nebraska"
23687,68457,NE,Richardson County,Nebraska,"Richardson County, Nebraska"
23688,68714,NE,Rock County,Nebraska,"Rock County, Nebraska"
23689,68759,NE,Rock County,Nebraska,"Rock County, Nebraska"
23690,68333,NE,Saline County,Nebraska,"Saline County, Nebraska"
23691,68341,NE,Saline County,Nebraska,"Saline County, Nebraska"
23692,68343,NE,Saline County,Nebraska,"Saline County, Nebraska"
23693,68359,NE,Saline County,Nebraska,"Saline County, Nebraska"
23694,68445,NE,Saline County,Nebraska,"Saline County, Nebraska"
23695,68453,NE,Saline County,Nebraska,"Saline County, Nebraska"
23696,68464,NE,Saline County,Nebraska,"Saline County, Nebraska"
23697,68465,NE,Saline County,Nebraska,"Saline County, Nebraska"
23698,68005,NE,Sarpy County,Nebraska,"Sarpy County, Nebraska"
23699,68028,NE,Sarpy County,Nebraska,"Sarpy County, Nebraska"
23700,68046,NE,Sarpy County,Nebraska,"Sarpy County, Nebraska"
23701,68056,NE,Sarpy County,Nebraska,"Sarpy County, Nebraska"
23702,68059,NE,Sarpy County,Nebraska,"Sarpy County, Nebraska"
23703,68113,NE,Sarpy County,Nebraska,"Sarpy County, Nebraska"
23704,68123,NE,Sarpy County,Nebraska,"Sarpy County, Nebraska"
23705,68128,NE,Sarpy County,Nebraska,"Sarpy County, Nebraska"
23706,68133,NE,Sarpy County,Nebraska,"Sarpy County, Nebraska"
23707,68136,NE,Sarpy County,Nebraska,"Sarpy County, Nebraska"
23708,68138,NE,Sarpy County,Nebraska,"Sarpy County, Nebraska"
23709,68147,NE,Sarpy County,Nebraska,"Sarpy County, Nebraska"
23710,68157,NE,Sarpy County,Nebraska,"Sarpy County, Nebraska"
23711,68003,NE,Saunders County,Nebraska,"Saunders County, Nebraska"
23712,68015,NE,Saunders County,Nebraska,"Saunders County, Nebraska"
23713,68017,NE,Saunders County,Nebraska,"Saunders County, Nebraska"
23714,68018,NE,Saunders County,Nebraska,"Saunders County, Nebraska"
23715,68033,NE,Saunders County,Nebraska,"Saunders County, Nebraska"
23716,68040,NE,Saunders County,Nebraska,"Saunders County, Nebraska"
23717,68041,NE,Saunders County,Nebraska,"Saunders County, Nebraska"
23718,68042,NE,Saunders County,Nebraska,"Saunders County, Nebraska"
23719,68050,NE,Saunders County,Nebraska,"Saunders County, Nebraska"
23720,68065,NE,Saunders County,Nebraska,"Saunders County, Nebraska"
23721,68066,NE,Saunders County,Nebraska,"Saunders County, Nebraska"
23722,68070,NE,Saunders County,Nebraska,"Saunders County, Nebraska"
23723,68073,NE,Saunders County,Nebraska,"Saunders County, Nebraska"
23724,68648,NE,Saunders County,Nebraska,"Saunders County, Nebraska"
23725,69341,NE,Scotts Bluff County,Nebraska,"Scotts Bluff County, Nebraska"
23726,69352,NE,Scotts Bluff County,Nebraska,"Scotts Bluff County, Nebraska"
23727,69353,NE,Scotts Bluff County,Nebraska,"Scotts Bluff County, Nebraska"
23728,69355,NE,Scotts Bluff County,Nebraska,"Scotts Bluff County, Nebraska"
23729,69356,NE,Scotts Bluff County,Nebraska,"Scotts Bluff County, Nebraska"
23730,69357,NE,Scotts Bluff County,Nebraska,"Scotts Bluff County, Nebraska"
23731,69358,NE,Scotts Bluff County,Nebraska,"Scotts Bluff County, Nebraska"
23732,69361,NE,Scotts Bluff County,Nebraska,"Scotts Bluff County, Nebraska"
23733,69363,NE,Scotts Bluff County,Nebraska,"Scotts Bluff County, Nebraska"
23734,68313,NE,Seward County,Nebraska,"Seward County, Nebraska"
23735,68314,NE,Seward County,Nebraska,"Seward County, Nebraska"
23736,68330,NE,Seward County,Nebraska,"Seward County, Nebraska"
23737,68360,NE,Seward County,Nebraska,"Seward County, Nebraska"
23738,68364,NE,Seward County,Nebraska,"Seward County, Nebraska"
23739,68405,NE,Seward County,Nebraska,"Seward County, Nebraska"
23740,68423,NE,Seward County,Nebraska,"Seward County, Nebraska"
23741,68434,NE,Seward County,Nebraska,"Seward County, Nebraska"
23742,68439,NE,Seward County,Nebraska,"Seward County, Nebraska"
23743,68456,NE,Seward County,Nebraska,"Seward County, Nebraska"
23744,69335,NE,Sheridan County,Nebraska,"Sheridan County, Nebraska"
23745,69340,NE,Sheridan County,Nebraska,"Sheridan County, Nebraska"
23746,69343,NE,Sheridan County,Nebraska,"Sheridan County, Nebraska"
23747,69347,NE,Sheridan County,Nebraska,"Sheridan County, Nebraska"
23748,69351,NE,Sheridan County,Nebraska,"Sheridan County, Nebraska"
23749,69360,NE,Sheridan County,Nebraska,"Sheridan County, Nebraska"
23750,69365,NE,Sheridan County,Nebraska,"Sheridan County, Nebraska"
23751,68817,NE,Sherman County,Nebraska,"Sherman County, Nebraska"
23752,68844,NE,Sherman County,Nebraska,"Sherman County, Nebraska"
23753,68852,NE,Sherman County,Nebraska,"Sherman County, Nebraska"
23754,68853,NE,Sherman County,Nebraska,"Sherman County, Nebraska"
23755,68871,NE,Sherman County,Nebraska,"Sherman County, Nebraska"
23756,69346,NE,Sioux County,Nebraska,"Sioux County, Nebraska"
23757,68768,NE,Stanton County,Nebraska,"Stanton County, Nebraska"
23758,68779,NE,Stanton County,Nebraska,"Stanton County, Nebraska"
23759,68303,NE,Thayer County,Nebraska,"Thayer County, Nebraska"
23760,68315,NE,Thayer County,Nebraska,"Thayer County, Nebraska"
23761,68322,NE,Thayer County,Nebraska,"Thayer County, Nebraska"
23762,68325,NE,Thayer County,Nebraska,"Thayer County, Nebraska"
23763,68326,NE,Thayer County,Nebraska,"Thayer County, Nebraska"
23764,68327,NE,Thayer County,Nebraska,"Thayer County, Nebraska"
23765,68335,NE,Thayer County,Nebraska,"Thayer County, Nebraska"
23766,68340,NE,Thayer County,Nebraska,"Thayer County, Nebraska"
23767,68362,NE,Thayer County,Nebraska,"Thayer County, Nebraska"
23768,68370,NE,Thayer County,Nebraska,"Thayer County, Nebraska"
23769,68375,NE,Thayer County,Nebraska,"Thayer County, Nebraska"
23770,69142,NE,Thomas County,Nebraska,"Thomas County, Nebraska"
23771,69161,NE,Thomas County,Nebraska,"Thomas County, Nebraska"
23772,69166,NE,Thomas County,Nebraska,"Thomas County, Nebraska"
23773,68039,NE,Thurston County,Nebraska,"Thurston County, Nebraska"
23774,68055,NE,Thurston County,Nebraska,"Thurston County, Nebraska"
23775,68062,NE,Thurston County,Nebraska,"Thurston County, Nebraska"
23776,68067,NE,Thurston County,Nebraska,"Thurston County, Nebraska"
23777,68071,NE,Thurston County,Nebraska,"Thurston County, Nebraska"
23778,68815,NE,Valley County,Nebraska,"Valley County, Nebraska"
23779,68837,NE,Valley County,Nebraska,"Valley County, Nebraska"
23780,68859,NE,Valley County,Nebraska,"Valley County, Nebraska"
23781,68862,NE,Valley County,Nebraska,"Valley County, Nebraska"
23782,68002,NE,Washington County,Nebraska,"Washington County, Nebraska"
23783,68008,NE,Washington County,Nebraska,"Washington County, Nebraska"
23784,68009,NE,Washington County,Nebraska,"Washington County, Nebraska"
23785,68023,NE,Washington County,Nebraska,"Washington County, Nebraska"
23786,68029,NE,Washington County,Nebraska,"Washington County, Nebraska"
23787,68034,NE,Washington County,Nebraska,"Washington County, Nebraska"
23788,68068,NE,Washington County,Nebraska,"Washington County, Nebraska"
23789,68047,NE,Wayne County,Nebraska,"Wayne County, Nebraska"
23790,68723,NE,Wayne County,Nebraska,"Wayne County, Nebraska"
23791,68740,NE,Wayne County,Nebraska,"Wayne County, Nebraska"
23792,68787,NE,Wayne County,Nebraska,"Wayne County, Nebraska"
23793,68790,NE,Wayne County,Nebraska,"Wayne County, Nebraska"
23794,68928,NE,Webster County,Nebraska,"Webster County, Nebraska"
23795,68930,NE,Webster County,Nebraska,"Webster County, Nebraska"
23796,68942,NE,Webster County,Nebraska,"Webster County, Nebraska"
23797,68952,NE,Webster County,Nebraska,"Webster County, Nebraska"
23798,68970,NE,Webster County,Nebraska,"Webster County, Nebraska"
23799,68622,NE,Wheeler County,Nebraska,"Wheeler County, Nebraska"
23800,68637,NE,Wheeler County,Nebraska,"Wheeler County, Nebraska"
23801,68316,NE,York County,Nebraska,"York County, Nebraska"
23802,68319,NE,York County,Nebraska,"York County, Nebraska"
23803,68367,NE,York County,Nebraska,"York County, Nebraska"
23804,68371,NE,York County,Nebraska,"York County, Nebraska"
23805,68401,NE,York County,Nebraska,"York County, Nebraska"
23806,68460,NE,York County,Nebraska,"York County, Nebraska"
23807,68467,NE,York County,Nebraska,"York County, Nebraska"
23808,3218,NH,Belknap County,New Hampshire,"Belknap County, New Hampshire"
23809,3220,NH,Belknap County,New Hampshire,"Belknap County, New Hampshire"
23810,3225,NH,Belknap County,New Hampshire,"Belknap County, New Hampshire"
23811,3226,NH,Belknap County,New Hampshire,"Belknap County, New Hampshire"
23812,3237,NH,Belknap County,New Hampshire,"Belknap County, New Hampshire"
23813,3246,NH,Belknap County,New Hampshire,"Belknap County, New Hampshire"
23814,3247,NH,Belknap County,New Hampshire,"Belknap County, New Hampshire"
23815,3249,NH,Belknap County,New Hampshire,"Belknap County, New Hampshire"
23816,3252,NH,Belknap County,New Hampshire,"Belknap County, New Hampshire"
23817,3253,NH,Belknap County,New Hampshire,"Belknap County, New Hampshire"
23818,3256,NH,Belknap County,New Hampshire,"Belknap County, New Hampshire"
23819,3269,NH,Belknap County,New Hampshire,"Belknap County, New Hampshire"
23820,3289,NH,Belknap County,New Hampshire,"Belknap County, New Hampshire"
23821,3298,NH,Belknap County,New Hampshire,"Belknap County, New Hampshire"
23822,3299,NH,Belknap County,New Hampshire,"Belknap County, New Hampshire"
23823,3809,NH,Belknap County,New Hampshire,"Belknap County, New Hampshire"
23824,3810,NH,Belknap County,New Hampshire,"Belknap County, New Hampshire"
23825,3837,NH,Belknap County,New Hampshire,"Belknap County, New Hampshire"
23826,3227,NH,Carroll County,New Hampshire,"Carroll County, New Hampshire"
23827,3254,NH,Carroll County,New Hampshire,"Carroll County, New Hampshire"
23828,3259,NH,Carroll County,New Hampshire,"Carroll County, New Hampshire"
23829,3812,NH,Carroll County,New Hampshire,"Carroll County, New Hampshire"
23830,3813,NH,Carroll County,New Hampshire,"Carroll County, New Hampshire"
23831,3814,NH,Carroll County,New Hampshire,"Carroll County, New Hampshire"
23832,3816,NH,Carroll County,New Hampshire,"Carroll County, New Hampshire"
23833,3817,NH,Carroll County,New Hampshire,"Carroll County, New Hampshire"
23834,3818,NH,Carroll County,New Hampshire,"Carroll County, New Hampshire"
23835,3830,NH,Carroll County,New Hampshire,"Carroll County, New Hampshire"
23836,3832,NH,Carroll County,New Hampshire,"Carroll County, New Hampshire"
23837,3836,NH,Carroll County,New Hampshire,"Carroll County, New Hampshire"
23838,3838,NH,Carroll County,New Hampshire,"Carroll County, New Hampshire"
23839,3845,NH,Carroll County,New Hampshire,"Carroll County, New Hampshire"
23840,3846,NH,Carroll County,New Hampshire,"Carroll County, New Hampshire"
23841,3847,NH,Carroll County,New Hampshire,"Carroll County, New Hampshire"
23842,3849,NH,Carroll County,New Hampshire,"Carroll County, New Hampshire"
23843,3850,NH,Carroll County,New Hampshire,"Carroll County, New Hampshire"
23844,3853,NH,Carroll County,New Hampshire,"Carroll County, New Hampshire"
23845,3860,NH,Carroll County,New Hampshire,"Carroll County, New Hampshire"
23846,3864,NH,Carroll County,New Hampshire,"Carroll County, New Hampshire"
23847,3872,NH,Carroll County,New Hampshire,"Carroll County, New Hampshire"
23848,3875,NH,Carroll County,New Hampshire,"Carroll County, New Hampshire"
23849,3882,NH,Carroll County,New Hampshire,"Carroll County, New Hampshire"
23850,3883,NH,Carroll County,New Hampshire,"Carroll County, New Hampshire"
23851,3886,NH,Carroll County,New Hampshire,"Carroll County, New Hampshire"
23852,3890,NH,Carroll County,New Hampshire,"Carroll County, New Hampshire"
23853,3894,NH,Carroll County,New Hampshire,"Carroll County, New Hampshire"
23854,3896,NH,Carroll County,New Hampshire,"Carroll County, New Hampshire"
23855,3897,NH,Carroll County,New Hampshire,"Carroll County, New Hampshire"
23856,3431,NH,Cheshire County,New Hampshire,"Cheshire County, New Hampshire"
23857,3435,NH,Cheshire County,New Hampshire,"Cheshire County, New Hampshire"
23858,3441,NH,Cheshire County,New Hampshire,"Cheshire County, New Hampshire"
23859,3443,NH,Cheshire County,New Hampshire,"Cheshire County, New Hampshire"
23860,3444,NH,Cheshire County,New Hampshire,"Cheshire County, New Hampshire"
23861,3445,NH,Cheshire County,New Hampshire,"Cheshire County, New Hampshire"
23862,3446,NH,Cheshire County,New Hampshire,"Cheshire County, New Hampshire"
23863,3447,NH,Cheshire County,New Hampshire,"Cheshire County, New Hampshire"
23864,3448,NH,Cheshire County,New Hampshire,"Cheshire County, New Hampshire"
23865,3450,NH,Cheshire County,New Hampshire,"Cheshire County, New Hampshire"
23866,3451,NH,Cheshire County,New Hampshire,"Cheshire County, New Hampshire"
23867,3452,NH,Cheshire County,New Hampshire,"Cheshire County, New Hampshire"
23868,3455,NH,Cheshire County,New Hampshire,"Cheshire County, New Hampshire"
23869,3456,NH,Cheshire County,New Hampshire,"Cheshire County, New Hampshire"
23870,3457,NH,Cheshire County,New Hampshire,"Cheshire County, New Hampshire"
23871,3461,NH,Cheshire County,New Hampshire,"Cheshire County, New Hampshire"
23872,3462,NH,Cheshire County,New Hampshire,"Cheshire County, New Hampshire"
23873,3464,NH,Cheshire County,New Hampshire,"Cheshire County, New Hampshire"
23874,3465,NH,Cheshire County,New Hampshire,"Cheshire County, New Hampshire"
23875,3466,NH,Cheshire County,New Hampshire,"Cheshire County, New Hampshire"
23876,3467,NH,Cheshire County,New Hampshire,"Cheshire County, New Hampshire"
23877,3469,NH,Cheshire County,New Hampshire,"Cheshire County, New Hampshire"
23878,3470,NH,Cheshire County,New Hampshire,"Cheshire County, New Hampshire"
23879,3602,NH,Cheshire County,New Hampshire,"Cheshire County, New Hampshire"
23880,3604,NH,Cheshire County,New Hampshire,"Cheshire County, New Hampshire"
23881,3608,NH,Cheshire County,New Hampshire,"Cheshire County, New Hampshire"
23882,3609,NH,Cheshire County,New Hampshire,"Cheshire County, New Hampshire"
23883,3589,NH,Co̦s County,New Hampshire,"Co̦s County, New Hampshire"
23884,3570,NH,Coos County,New Hampshire,"Coos County, New Hampshire"
23885,3575,NH,Coos County,New Hampshire,"Coos County, New Hampshire"
23886,3576,NH,Coos County,New Hampshire,"Coos County, New Hampshire"
23887,3579,NH,Coos County,New Hampshire,"Coos County, New Hampshire"
23888,3581,NH,Coos County,New Hampshire,"Coos County, New Hampshire"
23889,3582,NH,Coos County,New Hampshire,"Coos County, New Hampshire"
23890,3583,NH,Coos County,New Hampshire,"Coos County, New Hampshire"
23891,3584,NH,Coos County,New Hampshire,"Coos County, New Hampshire"
23892,3588,NH,Coos County,New Hampshire,"Coos County, New Hampshire"
23893,3590,NH,Coos County,New Hampshire,"Coos County, New Hampshire"
23894,3592,NH,Coos County,New Hampshire,"Coos County, New Hampshire"
23895,3593,NH,Coos County,New Hampshire,"Coos County, New Hampshire"
23896,3595,NH,Coos County,New Hampshire,"Coos County, New Hampshire"
23897,3597,NH,Coos County,New Hampshire,"Coos County, New Hampshire"
23898,3598,NH,Coos County,New Hampshire,"Coos County, New Hampshire"
23899,3215,NH,Grafton County,New Hampshire,"Grafton County, New Hampshire"
23900,3217,NH,Grafton County,New Hampshire,"Grafton County, New Hampshire"
23901,3222,NH,Grafton County,New Hampshire,"Grafton County, New Hampshire"
23902,3223,NH,Grafton County,New Hampshire,"Grafton County, New Hampshire"
