"state","county","pop"
53,33,2607472
53,35,303322
53,37,43267
53,39,24695
53,41,85977
53,43,11717
53,45,65114
53,47,46067
53,49,23400
53,51,13073
53,53,986528
53,55,20002
53,57,145863
53,59,11844
53,61,934697
53,63,575136
53,65,46815
53,67,321851
53,69,4445
53,71,64616
53,73,245525
53,75,38096
53,77,299145
54,1,16079
54,3,132097
54,5,21363
54,7,13329
54,9,25647
54,11,92280
54,13,6407
54,15,8162
54,17,7174
54,19,41505
54,21,6041
54,23,13141
54,25,36653
54,27,24350
54,29,33931
54,31,16267
54,33,76032
54,35,31081
54,37,63955
54,39,201088
54,41,18566
54,43,19613
54,45,30933
54,47,14395
54,49,62150
54,51,34696
54,53,26605
54,55,59962
54,57,31366
54,59,21321
54,61,95851
54,63,13690
54,65,19193
54,67,25481
54,69,47229
54,71,8243
54,73,8069
54,75,8982
54,77,35257
54,79,64897
54,81,75957
54,83,29677
54,85,10218
54,87,13707
54,89,10726
54,91,17816
54,93,8116
54,95,9523
54,97,25050
54,99,39335
54,101,7788
54,103,16858
54,105,6005
54,107,95055
54,109,18624
55,1,21560
55,3,17493
55,5,56213
55,7,18510
55,9,324947
55,11,16443
55,13,18717
55,15,62618
55,17,76864
55,19,40952
55,21,71615
55,23,19148
55,25,649537
55,27,103411
55,29,37522
55,31,48717
55,33,47652
55,35,115061
55,37,5293
55,39,125264
55,41,10492
55,43,56695
55,45,47026
55,47,22836
55,49,29784
55,51,7211
55,53,22771
55,55,100718
55,57,29651
55,59,196331
55,61,25377
55,63,135269
55,65,20921
55,67,23332
55,69,34622
55,71,98997
55,73,170428
55,75,48227
55,77,18409
55,78,4542
55,79,1046923
55,81,53511
55,83,46207
55,85,46396
55,87,231148
55,89,114459
55,91,8896
55,93,46253
55,95,53509
55,97,82124
55,99,16902
55,101,234996
55,103,19927
55,105,195034
55,107,16273
55,109,111114
55,111,80121
55,113,19834
55,115,48388
55,117,145528
55,119,23713
55,121,38682
55,123,35282
55,125,26641
55,127,119019
55,129,19842
55,131,173771
55,133,516735
55,135,61463
55,137,27695
55,139,198884
55,141,91651
56,1,34363
56,3,13018
56,5,53792
56,7,16688
56,9,15706
56,11,8562
56,13,42980
56,15,13629
56,17,5106
56,19,9909
56,21,114276
56,23,21769
56,25,90159
56,27,2609
56,29,35509
56,31,10193
56,33,35756
56,35,10174
56,37,50399
56,39,31954
56,41,24328
56,43,9250
56,45,7794
